event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BFO9755,2023-04-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Burkina Faso (2022-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Centre-Ouest,Sanguie,Dassa,Dassa,12.452,-2.6909,2,AIB (Burkina Faso); MinuteBf; RTB; Undisclosed Source,Local partner-Other,"On 23 April 2023, soldiers and volunteer fighter (VDP) conducted operations against presumed JNIM militant base in the area of Dassa (Dassa, Sanguie). An unspecified number of militants were killed and material seized by the soldiers and VDP. Fatalities estimated as low and coded as 3.",3,,1683041275
BFO9756,2023-04-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Burkina Faso (2022-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Est,Tapoa,Diapaga,Diapaga,12.0731,1.7884,2,Facebook,New media,"On 23 April 2023, soldiers and volunteer fighter (VDP) clashed with presumed JNIM militants in the area of Diapaga (Diapaga, Tapoa). An unspecified number of militants were killed. Fatalities estimated as low and coded as 3.",3,,1683041275
MLI30032,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Bara,Bara,15.8171,0.325,1,Studio Tamani; Undisclosed Source,Local partner-Other,"On 23 April 2023, overnight IS Sahel militants killed a man and his son and assaulted other residents while roaming several quarters in the village of Bara (Ansongo, Gao).",2,,1683041275
MLI30036,2023-04-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali); Former Government of Mali (2021-),7,27,Civilian targeting,466,Western Africa,Mali,Sikasso,Koutiala,Koutiala,Koutiala,12.3917,-5.4642,1,Bamada; Maliweb; Undisclosed Source,Local partner-Other,"On 23 April 2023, JNIM militants abducted a transport business owner at a mosque in the town of Koutiala (Koutiala, Sikasso). The abducted is a former deputy of the 5th legislature between 1992-2002.",0,,1683041275
MLI30038,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Dozo Communal Militia (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Monimpebougou,Konomani,14.0842,-5.7232,1,Undisclosed Source,Local partner-Other,"On 23 April 2023, JNIM militants assassinated a Donso militia chief (off-duty) in the village of Konomani (Macina, Segou). The victim had left the village since a while back but had returned for the Eid al-Fitr festivities.",1,,1683041275
MLI30044,2023-04-23,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,MNLA: National Movement for the Liberation of Azawad,CMA: Coordination of Movements of the Azawad; Military Forces of Mali (2021-) Operational Coordination Mechanism,2,12,,466,Western Africa,Mali,Menaka,Tidermene,Tidermene,Chiman,16.2258,2.0822,2,AFP; Facebook; FAMAMali; Twitter; Undisclosed Source,Local partner-Other,"Weapons seizure: On 23 April 2023, FAMa and Wagner forces arrested ten MNLA (CMA) and two MOC combatants in the area of Chiman (Tidermene, Menaka). The joint force also seized weapons, ammunition, and equipment. CMA accused the FAMA and Wagner of seizing a large sum of cash from the civilian population in the area.",0,,1683041275
MLI30060,2023-04-23,2023,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,,,0,20,,466,Western Africa,Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,2,Undisclosed Source; Whatsapp,Local partner-Other,"Non-violent activity: On 23 April 2023, presumed JNIM militants travelling in pairs on ten motorcycles visited the residence of marabout while searching for him at a camp north of Lere (Niafunke, Tombouctou). He was not at the residence when they arrived.",0,,1683041275
NIG31039,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Civilian targeting,566,Western Africa,Nigeria,Ondo,Idanre,,Ala Forest Reserve,7.0515,5.4362,2,Daily Trust (Nigeria); Sahara Reporters; Vanguard (Nigeria),National-Regional,"On 23 April 2023, suspected armed pastoralists numbering four killed a farmer and wounded 8 other persons at Ago-Oyinbo in Ala Forest Reserve (Idanre, Ondo). The assailants who were heavily armed also looted victims' property, other persons fled their homes due to fear of being attacked. Other sources report that the attack was over the community's refusal the assailants' cattle graze in the area.",1,,1683041276
NIG31042,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Hausa-Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Labor Group (Nigeria),7,47,Civilian targeting,566,Western Africa,Nigeria,Enugu,Enugu North,,Enugu,6.4426,7.5022,1,Sahara Reporters,Regional,"On 23 April 2023, a suspected Hausa-Fulani militia attacked traders at the yam section of Artisan market in Enugu (Enugu North, Enugu). An unspecified number of persons were wounded by the assailants who weilded daggers and machetes, hundreds of yam tubers were stolen.",0,,1683041276
NIG31048,2023-04-23,2023,1,Political violence,Battles,Armed clash,Gbagyi Ethnic Militia (Nigeria),,4,Hausa Ethnic Militia (Nigeria),,4,44,,566,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Gwarinpa,9.0994,7.4081,1,Blueprint; Daily Independent (Nigeria),National,"On 23 April 2023, Gbagyi and Hausa ethnic militias clashed in Gwarinpa (Abuja Municipal, FCT). The clash was temporarily brought under control and continued the following morning [coded separately]; three persons were killed, several others were wounded and cars were vandalized. Some sources report that the clash resulted from an attempt by the Gbagyi militia to retaliate the robbery of a local politician by a group of Hausa persons. 3 fatalities split across 2 events coded as 2.",2,,1683041276
NIG31054,2023-04-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Nigeria),Layi Communal Group (Nigeria),7,27,Civilian targeting,566,Western Africa,Nigeria,Borno,Mobbar,,Layi,12.8987,12.6369,1,Daily Trust (Nigeria); Vanguard (Nigeria),National,"On 23 April 2023, ISWAP militants abducted four residents of Layi village (Mobbar, Borno) including the local chief and planted landmines while retreating. The mines exploded the following day when troops on patrol stepped on it [coded separately].",0,,1683041276
NIG31060,2023-04-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Women (Nigeria); Government of Nigeria (2015-),7,37,Civilian targeting,566,Western Africa,Nigeria,Rivers,Emohua,,Ogbokiri,4.794,6.9139,1,Daily Independent (Nigeria); Daily Trust (Nigeria); Nigeria Punch,National,"On 23 April 2023, an unidentified armed group abducted a woman at Ogbokiri junction (Emohua, Rivers). The abductee was the federal commissioner representing Bayelsa at the National Population Commission, she was abducted alongside her driver and maid while they were traveling to Port Harcourt from Bayelsa, a ransom of 500 million naira was demanded. They were released on 28 April, there are no reports about ransom payment.",0,women targeted: government officials,1683041276
NIG31063,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Private Security Forces (Nigeria),,8,Civilians (Nigeria),,7,78,Civilian targeting,566,Western Africa,Nigeria,Ondo,Akure North,,Alagbaka,7.2493,5.2179,1,Blueprint,National,"On 23 April 2023, a private security guard killed a civilian at Alagbaka area (Akure North, Ondo) after he was accosted and interrogated over his movement in the area. The assailant and his colleagues fled the area.",1,,1683041276
NIG31075,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Civilian targeting,566,Western Africa,Nigeria,Plateau,Barkin Ladi,,Heipang,9.6454,8.8921,1,New Telegraph; Nigeria Punch,National,"On 23 April 2023, an unidentified armed group attacked and killed four people in Heipang (Barkin Ladi, Plateau). The assailants also destroyed residents' properties and wounded many others. Other sources report the attack was the result of a clash between two communities.",4,,1683041276
NIG31076,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Civilian targeting,566,Western Africa,Nigeria,Plateau,Riyom,,Kwi,9.6243,8.8483,1,New Telegraph,National,"On 23 April 2023, an unidentified armed group attacked and killed one person in Kwi (Riyom, Plateau).",1,,1683041276
NIG31077,2023-04-23,2023,1,Political violence,Battles,Armed clash,Police Forces of Nigeria (2015-),,1,Unidentified Armed Group (Nigeria),,3,13,,566,Western Africa,Nigeria,Ebonyi,Ebonyi,,Ugbodo,6.5116,8.1298,2,Blueprint; CKN Nigeria; Daily Independent (Nigeria),National,"On 23 April 2023, policemen intercepted an unidentified armed group and engaged them in an armed clash along Ndofia Ishieke and Edupfu Egbu Ishieke (Ebonyi, Ebonyi) coded to Ugbodo. The armed group had abducted a cleric who was rescued by the policemen, one member of the group was killed, two others were arrested, two rifles and two vehicles were recovered.",1,,1683041276
NIG31078,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Civilian targeting,566,Western Africa,Nigeria,Plateau,Riyom,,Unguwar Wereng,9.55,8.7333,1,New Telegraph; Nigeria Punch,National,"On 23 April 2023, an unidentified armed group attacked and killed two people in Unguwar Wereng (Riyom, Plateau).",2,,1683041276
NIG31082,2023-04-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Civilian targeting,566,Western Africa,Nigeria,Plateau,Jos South,,Kuru,9.7279,8.8355,1,New Telegraph; Nigeria Punch,National,"On 23 April 2023, an unidentified armed group riding on motorcycles killed two people in Kuru (Jos South, Plateau). The first vitim was shot and killed, the second corpse was found the following day.",2,,1683041276
NIG31085,2023-04-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),BNL: Biafra Nations League Black Marine Faction,3,BNL: Biafra Nations League Black Marine Faction,,2,23,,566,Western Africa,Nigeria,Akwa Ibom,Mbo,,Enwang,4.645,8.2516,2,Guardian (Nigeria),National,"On 23 April 2023, an unidentified armed group led by a former leader of the Black Marine faction of BNL attacked BNL militants at their camp in Uyenghe (Mbo, Akwa Ibom) coded to Enwang and engaged them in an armed clash. Two members of the unidentified group were wounded, the invasion was an attempt to snatch arms and boats belonging to the BNL.",0,,1683041276
NIG31086,2023-04-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (West Africa),,2,Military Forces of Nigeria (2015-),,1,12,,566,Western Africa,Nigeria,Borno,Damboa,,Waijroko,10.9339,12.5268,1,Twitter,New media,"On 23 April 2023, ISWAP militants launched RPGs and mortar bombs into a camp of Nigerian troops at Waijroko (Damboa, Borno). The troops responded with firepower and the militants fled and avoided making contact with them. There were no casualties.",0,,1683041276
NIG31090,2023-04-23,2023,1,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),,3,Unidentified Cult Militia (Nigeria),,3,33,,566,Western Africa,Nigeria,Kwara,Ilorin West,,Ilorin,8.4875,4.5235,1,Blueprint; Daily Leadership (Nigeria),National,"On 23 April 2023, members of rival unidentified cult militias engaged in an armed clash in Abayomi and Gambari areas of Ilorin (Ilorin West, Kwara). One person was killed, his corpse was dragged to the front of a mosque where it was abandoned after his left eye and left hand were removed.",1,,1683041276
NIG31098,2023-04-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Cult Militia (Nigeria),,3,Civilians (Nigeria),Labor Group (Nigeria),7,37,,566,Western Africa,Nigeria,Rivers,Port Harcourt,,Diobu,4.8104,6.9853,1,Nigeria Punch,National,"Looting: On 23 April 2023, a suspected unidentified cult militia robbed residents and looted shops on different streets in Mile 1 Diobu (Port Harcourt, Rivers). The militiamen had set up roadblocks and operated for over 40 minutes.",0,,1683041276
NIG31099,2023-04-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Ondo,Akure North,,Alagbaka,7.2493,5.2179,1,Blueprint,National,"On 23 April 2023, kinsmen of a victim who was murdered by a private security guard [coded separately] destroyed the house of the chairman of the area in Alagbaka (Akure North, Ondo) while demonstrating over the victim's death. The assailants were said to have reported the incident to the chairman before fleeing, the demonstrators demanded for the arrest of the assailants.",0,crowd size=no report,1683041276
BFO9717,2023-04-22,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Sahel,Soum,Diguel,Kenou,14.3412,-1.9501,1,AIB (Burkina Faso); MinuteBf; RTB,New media-National,"On 22 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants in the area of Kenou (Diguel, Soum). An unspecified number of militants were killed. Fatalities estimated as low and coded as 3.",3,,1683041275
BFO9729,2023-04-22,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Burkina Faso (2022-) Gendarmerie,VDP: Volunteer for Defense of Homeland,1,12,,854,Western Africa,Burkina Faso,Centre-Ouest,Ziro,Gao,Yinga,11.5786,-2.2674,1,Facebook; MinuteBf,New media,"On 22 April 2023, presumed JNIM militants ambushed gendarmes and volunteer fighter (VDP) in the village of Yinga (Gao, Ziro). One gendarme and six VDP and ten militants were killed.",17,,1683041275
BFO9736,2023-04-22,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Burkina Faso (2022-),,1,12,,854,Western Africa,Burkina Faso,Cascades,Comoe,Banfora,Siniena,10.55,-4.7667,1,Al Zallaqa,New media,"On 22 April 2023, JNIM claimed to have attacked the military forces and captured weapons, ammunition, and equipment in Siniena (Banfora, Comoe). There were no casualties.",0,,1683041275
BFO9757,2023-04-22,2023,1,Political violence,Battles,Armed clash,VDP: Volunteer for Defense of Homeland,,4,JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction,,2,24,,854,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Mangodara,9.9,-4.35,2,Whatsapp,New media,"On 22 April 2023, volunteer fighter (VDP) clashed with presumed JNIM militants in the area of Mangodara (Mangodara, Comoe). One VDP was killed.",1,,1683041275
GHA1761,2023-04-22,2023,1,Political violence,Riots,Mob violence,Rioters (Ghana),Vigilante Group (Ghana),5,Civilians (Ghana),Police Forces of Ghana (2017-),7,57,Civilian targeting,288,Western Africa,Ghana,Central,Abura-Asebu-Kwamankese,,Abura-Dunkwa,5.3405,-1.1703,1,Ghana Web,National,"On 22 April 2023, resident mob attacked a former prison officer who they suspected for stealing cooking utensils and building materials in Abura-Dunkwa (Abura-Asebu-Kwamankese, Central). He was stripped naked, beaten and nearly killed. The police intervened and arrested the suspect.",0,crowd size=no report,1683041275
GHA1762,2023-04-22,2023,1,Political violence,Riots,Mob violence,Rioters (Ghana),Kukurantumi Communal Group (Ghana),5,Police Forces of Ghana (2017-),,1,15,,288,Western Africa,Ghana,Eastern,East Akim,,Kukurantumi,6.1883,-0.3655,1,Daily Guide Ghana,National,"On 22 April 2023, youth stormed the chief's palace in Kukurantumi (East Akim, Eastern) to disrupt the installation of a new Queen mother that was planned to take place later in the day. Police intervened and were able to calm the situation. The new queen mother is suspected of being the niece of the chief.",0,crowd size=no report,1683041275
